Passenger Email,Travel Insurance?,Purchase Date,Travel Date,Fare Type,Ticket Price,Route,Row_ID,Person
myedwab@vizpainter.com,False,9/21/2018,11/25/2018,Business,172,DAL-ATL,552,Muhammed Yedwab
myedwab@vizpainter.com,False,11/17/2018,11/25/2018,Economy,140,DAL-HOU,552,Muhammed Yedwab
ncarroll@vizpainter.com,False,11/17/2018,11/26/2018,Economy,134,DAL-MDW,555,Nat Carroll
ncarroll@vizpainter.com,False,10/28/2018,11/26/2018,Economy,122,DAL-AUS,555,Nat Carroll
ncarroll@vizpainter.com,False,11/9/2018,11/26/2018,Economy,89,DAL-LGA,555,Nat Carroll
ncarroll@vizpainter.com,False,10/21/2018,11/26/2018,Economy,91,DAL-ELP,555,Nat Carroll
ncarroll@vizpainter.com,False,11/11/2018,11/26/2018,Economy,72,DAL-LGA,555,Nat Carroll
ncarroll@vizpainter.com,False,11/6/2018,11/26/2018,Economy,85,DAL-ATL,555,Nat Carroll
nfritzler@vizpainter.com,True,8/15/2018,11/24/2018,Economy,111,DAL-SEA,558,Natalie Fritzler
nfritzler@vizpainter.com,False,11/9/2018,11/24/2018,Economy,158,DAL-ELP,558,Natalie Fritzler
nfritzler@vizpainter.com,False,10/29/2018,11/24/2018,First Class,277,DAL-ELP,558,Natalie Fritzler
nfritzler@vizpainter.com,False,10/24/2018,11/24/2018,Economy,147,DAL-LGA,558,Natalie Fritzler
nwebber@vizpainter.com,False,2/4/2018,3/13/2018,Economy,140,DAL-LGA,559,Natalie Webber
nwebber@vizpainter.com,False,2/12/2018,3/13/2018,Economy,93,DAL-HOU,559,Natalie Webber
nmautz@vizpainter.com,False,8/16/2018,10/21/2018,Economy,91,DAL-HOU,562,Nathan Mautz
nmautz@vizpainter.com,True,9/20/2018,10/21/2018,Economy,134,DAL-AUS,562,Nathan Mautz
nmautz@vizpainter.com,False,9/27/2018,10/21/2018,Business,158,DAL-AUS,562,Nathan Mautz
nmautz@vizpainter.com,False,9/6/2018,10/21/2018,Economy,97,DAL-AUS,562,Nathan Mautz
nducich@vizpainter.com,False,2/9/2018,3/22/2018,Economy,76,DAL-PHX,563,Neil Ducich
nfranzösisch@vizpainter.com,False,3/24/2018,4/18/2018,Economy,104,DAL-LAS,564,Neil Französisch
nknudson@vizpainter.com,False,1/4/2018,2/13/2018,Economy,69,DAL-PHX,565,Neil Knudson
nschneider@vizpainter.com,False,10/1/2018,11/11/2018,First Class,271,DAL-HOU,566,Neola Schneider
nschneider@vizpainter.com,False,7/25/2018,11/11/2018,First Class,276,DAL-MDW,566,Neola Schneider
nzandusky@vizpainter.com,False,8/19/2018,11/6/2018,First Class,238,DAL-SEA,570,Nick Zandusky
nzandusky@vizpainter.com,False,8/21/2018,11/6/2018,Economy,146,DAL-LGA,570,Nick Zandusky
nzandusky@vizpainter.com,True,8/24/2018,11/6/2018,Economy,157,DAL-LAS,570,Nick Zandusky
nzandusky@vizpainter.com,False,7/1/2018,11/6/2018,Economy,126,DAL-GRR,570,Nick Zandusky
nfjeld@vizpainter.com,True,4/15/2018,4/26/2018,Economy,79,DAL-OKC,572,Nicole Fjeld
nfjeld@vizpainter.com,False,1/4/2018,1/28/2018,First Class,253,DAL-ELP,572,Nicole Fjeld
nchilds@vizpainter.com,False,3/17/2018,5/7/2018,Economy,143,DAL-AUS,574,Noah Childs
nbalk@vizpainter.com,False,8/16/2018,9/5/2018,Economy,75,DAL-PHX,576,Nona Balk
nbalk@vizpainter.com,False,8/27/2018,9/5/2018,Economy,136,DAL-HOU,576,Nona Balk
npaige@vizpainter.com,True,6/30/2018,9/7/2018,First Class,202,DAL-SEA,577,Nora Paige
npaige@vizpainter.com,True,8/21/2018,9/7/2018,Economy,137,DAL-AUS,577,Nora Paige
npaige@vizpainter.com,False,8/4/2018,9/7/2018,Economy,153,DAL-MDW,577,Nora Paige
npaige@vizpainter.com,False,5/28/2018,9/7/2018,Economy,126,DAL-OKC,577,Nora Paige
npaige@vizpainter.com,False,8/10/2018,9/7/2018,Economy,117,DAL-LAS,577,Nora Paige
npaige@vizpainter.com,True,7/10/2018,9/7/2018,Economy,96,DAL-MDW,577,Nora Paige
,False,9/19/2018,10/24/2018,Economy,105,DAL-OKC,580,Odella Nelson
pcoakley@vizpainter.com,True,7/20/2018,9/22/2018,Business,114,DAL-SEA,582,Pamela Coakley
pnorris@vizpainter.com,False,4/29/2018,6/14/2018,Economy,146,DAL-AUS,584,Parhena Norris
pnorris@vizpainter.com,True,4/25/2018,6/14/2018,Economy,152,DAL-TUL,584,Parhena Norris
pbzostek@vizpainter.com,True,10/20/2018,11/14/2018,Business,114,DAL-AUS,586,Patrick Bzostek
pbzostek@vizpainter.com,False,10/25/2018,11/14/2018,Economy,93,DAL-HOU,586,Patrick Bzostek
pbzostek@vizpainter.com,False,9/14/2018,11/14/2018,Economy,125,DAL-SEA,586,Patrick Bzostek
pbzostek@vizpainter.com,False,10/8/2018,11/14/2018,Economy,82,DAL-GRR,586,Patrick Bzostek
pbzostek@vizpainter.com,False,11/1/2018,11/14/2018,First Class,275,DAL-PHX,586,Patrick Bzostek
pbzostek@vizpainter.com,True,10/23/2018,11/14/2018,Business,102,DAL-AUS,586,Patrick Bzostek
pbzostek@vizpainter.com,False,10/6/2018,11/14/2018,Economy,100,DAL-OKC,586,Patrick Bzostek
pbzostek@vizpainter.com,False,8/6/2018,11/14/2018,Economy,153,DAL-AUS,586,Patrick Bzostek
pbzostek@vizpainter.com,False,10/14/2018,11/14/2018,Economy,104,DAL-LGA,586,Patrick Bzostek
po'brill@vizpainter.com,True,10/24/2018,11/12/2018,Business,136,DAL-AUS,589,Patrick O'Brill
po'donnell@vizpainter.com,False,5/14/2018,6/17/2018,Business,157,DAL-ATL,590,Patrick O'Donnell
po'donnell@vizpainter.com,False,5/7/2018,6/17/2018,Economy,104,DAL-LGA,590,Patrick O'Donnell
po'donnell@vizpainter.com,False,5/9/2018,6/17/2018,Economy,120,DAL-OKC,590,Patrick O'Donnell
po'donnell@vizpainter.com,False,4/7/2018,6/17/2018,First Class,281,DAL-ATL,590,Patrick O'Donnell
pgonzalez@vizpainter.com,True,7/3/2018,9/28/2018,Business,89,DAL-ATL,592,Paul Gonzalez
pknutson@vizpainter.com,False,11/27/2018,12/11/2018,Economy,147,DAL-PHX,593,Paul Knutson
tbutterfield@vizpainter.com,False,8/10/2018,8/17/2018,Economy,142,DAL-ELP,736,Ted Butterfield
tbutterfield@vizpainter.com,False,2/17/2018,3/3/2018,Economy,131,DAL-CLE,736,Ted Butterfield
tbutterfield@vizpainter.com,False,7/13/2018,8/17/2018,Economy,118,DAL-HOU,736,Ted Butterfield
tbutterfield@vizpainter.com,False,1/2/2018,3/3/2018,Economy,88,DAL-OKC,736,Ted Butterfield
tpippenger@vizpainter.com,False,8/7/2018,9/11/2018,Economy,86,DAL-HOU,741,Theone Pippenger
tswint@vizpainter.com,False,4/8/2018,5/12/2018,Economy,117,DAL-AUS,743,Theresa Swint
tseio@vizpainter.com,True,3/29/2018,4/27/2018,Economy,66,DAL-MDW,746,Thomas Seio
tthornton@vizpainter.com,False,2/21/2018,3/16/2018,Economy,153,DAL-PHX,747,Thomas Thornton
tthornton@vizpainter.com,True,3/7/2018,3/16/2018,Economy,107,DAL-GRR,747,Thomas Thornton
tbrockman@vizpainter.com,False,10/6/2018,11/29/2018,Economy,116,DAL-GRR,749,Tim Brockman
ttaslimi@vizpainter.com,False,5/10/2018,6/4/2018,Economy,158,DAL-ATL,750,Tim Taslimi
tgnade@vizpainter.com,False,5/7/2018,9/1/2018,Economy,88,DAL-LGA,753,Toby Gnade
tgnade@vizpainter.com,False,8/4/2018,9/1/2018,Economy,133,DAL-ATL,753,Toby Gnade
tgnade@vizpainter.com,False,4/9/2018,5/15/2018,Economy,71,DAL-ATL,753,Toby Gnade
tritter@vizpainter.com,False,7/30/2018,9/10/2018,Economy,77,DAL-HOU,754,Toby Ritter
tritter@vizpainter.com,False,8/25/2018,9/10/2018,Business,114,DAL-HOU,754,Toby Ritter
